mode,search_strategy,ub_mode,instance_name,instance_type,n,instance_id,seed,initial_ub_cost,initial_ub_time_ms,best_cost,opt_cost,relative_error_percent,time_ms,total_time_ms,rss_kb,frontier_peak,max_depth,nodes_generated,nodes_expanded,nodes_pruned,solved,hit_time_limit,hit_memory_limit
compare_ub,lc,rnn_ties,generated_atsp_6_id18,ATSP,6,18,18363,1933,0.002155,1933,1933,0,0.012934,0.015089,3944,2,4,17,4,13,1,0,0
compare_ub,bfs,none,generated_atsp_6_id19,ATSP,6,19,18364,-1,-1,1125,1125,0,0.027562,0.027562,3944,120,6,208,88,118,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_6_id19,ATSP,6,19,18364,1125,0.002435,1125,1125,0,0.012654,0.015089,3944,1,4,13,3,10,1,0,0
compare_ub,dfs,none,generated_atsp_6_id19,ATSP,6,19,18364,-1,-1,1125,1125,0,0.013376,0.013376,3944,11,6,19,7,10,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_6_id19,ATSP,6,19,18364,1125,0.001703,1125,1125,0,0.012664,0.014367,3944,1,4,13,3,10,1,0,0
compare_ub,lc,none,generated_atsp_6_id19,ATSP,6,19,18364,-1,-1,1125,1125,0,0.013736,0.013736,3944,11,6,16,5,10,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_6_id19,ATSP,6,19,18364,1125,0.001643,1125,1125,0,0.012613,0.014256,3944,1,4,13,3,10,1,0,0
compare_ub,bfs,none,generated_atsp_6_id20,ATSP,6,20,18365,-1,-1,1401,1401,0,0.027221,0.027221,3944,120,6,212,92,114,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_6_id20,ATSP,6,20,18365,1401,0.002344,1401,1401,0,0.012434,0.014778,3944,1,3,10,2,8,1,0,0
compare_ub,dfs,none,generated_atsp_6_id20,ATSP,6,20,18365,-1,-1,1401,1401,0,0.01585,0.01585,3944,11,6,53,21,26,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_6_id20,ATSP,6,20,18365,1401,0.001704,1401,1401,0,0.012433,0.014137,3944,1,3,10,2,8,1,0,0
compare_ub,lc,none,generated_atsp_6_id20,ATSP,6,20,18365,-1,-1,1401,1401,0,0.013826,0.013826,3944,11,6,16,5,10,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_6_id20,ATSP,6,20,18365,1401,0.002284,1401,1401,0,0.012624,0.014908,3944,1,3,10,2,8,1,0,0
compare_ub,bfs,none,generated_atsp_7_id1,ATSP,7,1,19346,-1,-1,1699,1699,0,0.224123,0.224123,4000,720,7,1246,526,711,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id1,ATSP,7,1,19346,1699,0.003587,1699,1699,0,0.020078,0.023665,4000,4,5,42,9,33,1,0,0
compare_ub,dfs,none,generated_atsp_7_id1,ATSP,7,1,19346,-1,-1,1699,1699,0,0.024676,0.024676,4000,16,7,113,40,64,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id1,ATSP,7,1,19346,1699,0.002585,1699,1699,0,0.01562,0.018205,4000,4,5,42,9,33,1,0,0
compare_ub,lc,none,generated_atsp_7_id1,ATSP,7,1,19346,-1,-1,1699,1699,0,0.02123,0.02123,4000,39,7,52,13,38,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id1,ATSP,7,1,19346,1699,0.002274,1699,1699,0,0.01582,0.018094,4000,4,5,42,9,33,1,0,0
compare_ub,bfs,none,generated_atsp_7_id2,ATSP,7,2,19347,-1,-1,1345,1345,0,0.166985,0.166985,4000,720,7,1244,524,713,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id2,ATSP,7,2,19347,1394,0.003286,1345,1345,0,0.017393,0.020679,4000,4,7,48,13,34,1,0,0
compare_ub,dfs,none,generated_atsp_7_id2,ATSP,7,2,19347,-1,-1,1345,1345,0,0.023274,0.023274,4000,16,7,112,39,66,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id2,ATSP,7,2,19347,1394,0.002926,1345,1345,0,0.017763,0.020689,4000,3,7,48,13,34,1,0,0
compare_ub,lc,none,generated_atsp_7_id2,ATSP,7,2,19347,-1,-1,1345,1345,0,0.020068,0.020068,4000,35,7,48,13,34,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id2,ATSP,7,2,19347,1394,0.002364,1345,1345,0,0.016361,0.018725,4000,4,7,48,13,34,1,0,0
compare_ub,bfs,none,generated_atsp_7_id3,ATSP,7,3,19348,-1,-1,1744,1744,0,0.18517,0.18517,4000,720,7,1243,523,714,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id3,ATSP,7,3,19348,1778,0.003427,1744,1744,0,0.019778,0.023205,4000,7,7,75,20,54,1,0,0
compare_ub,dfs,none,generated_atsp_7_id3,ATSP,7,3,19348,-1,-1,1744,1744,0,0.02101,0.02101,4000,16,7,95,32,57,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id3,ATSP,7,3,19348,1778,0.002875,1744,1744,0,0.017403,0.020278,4000,5,7,67,18,48,1,0,0
compare_ub,lc,none,generated_atsp_7_id3,ATSP,7,3,19348,-1,-1,1744,1744,0,0.021541,0.021541,4000,44,7,60,16,43,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id3,ATSP,7,3,19348,1778,0.002325,1744,1744,0,0.017654,0.019979,4000,8,7,60,16,43,1,0,0
compare_ub,bfs,none,generated_atsp_7_id4,ATSP,7,4,19349,-1,-1,1451,1451,0,0.163439,0.163439,4000,720,7,1248,528,709,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id4,ATSP,7,4,19349,1468,0.003256,1451,1451,0,0.016792,0.020048,4000,5,7,50,13,36,1,0,0
compare_ub,dfs,none,generated_atsp_7_id4,ATSP,7,4,19349,-1,-1,1451,1451,0,0.028424,0.028424,4000,16,7,136,49,76,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id4,ATSP,7,4,19349,1468,0.002435,1451,1451,0,0.016,0.018435,4000,5,7,50,13,36,1,0,0
compare_ub,lc,none,generated_atsp_7_id4,ATSP,7,4,19349,-1,-1,1451,1451,0,0.020068,0.020068,4000,37,7,50,13,36,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id4,ATSP,7,4,19349,1468,0.002194,1451,1451,0,0.016571,0.018765,4000,5,7,50,13,36,1,0,0
compare_ub,bfs,none,generated_atsp_7_id5,ATSP,7,5,19350,-1,-1,1442,1442,0,0.161825,0.161825,4000,720,7,1240,520,717,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id5,ATSP,7,5,19350,1525,0.003246,1442,1442,0,0.015069,0.018315,4000,2,7,31,8,22,1,0,0
compare_ub,dfs,none,generated_atsp_7_id5,ATSP,7,5,19350,-1,-1,1442,1442,0,0.017463,0.017463,4000,16,7,53,17,33,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id5,ATSP,7,5,19350,1525,0.002354,1442,1442,0,0.013525,0.015879,4000,2,7,22,6,15,1,0,0
compare_ub,lc,none,generated_atsp_7_id5,ATSP,7,5,19350,-1,-1,1442,1442,0,0.015228,0.015228,4000,16,7,22,6,15,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id5,ATSP,7,5,19350,1525,0.002195,1442,1442,0,0.013716,0.015911,4000,2,7,22,6,15,1,0,0
compare_ub,bfs,none,generated_atsp_7_id6,ATSP,7,6,19351,-1,-1,1463,1463,0,0.159821,0.159821,4000,720,7,1244,524,713,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id6,ATSP,7,6,19351,1463,0.003026,1463,1463,0,0.020098,0.023124,4000,10,6,101,27,74,1,0,0
compare_ub,dfs,none,generated_atsp_7_id6,ATSP,7,6,19351,-1,-1,1463,1463,0,0.035818,0.035818,4000,16,7,142,47,88,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id6,ATSP,7,6,19351,1463,0.002375,1463,1463,0,0.018795,0.02117,4000,6,6,101,27,74,1,0,0
compare_ub,lc,none,generated_atsp_7_id6,ATSP,7,6,19351,-1,-1,1463,1463,0,0.029966,0.029966,4000,80,7,111,31,79,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id6,ATSP,7,6,19351,1463,0.002174,1463,1463,0,0.020228,0.022402,4000,10,6,101,27,74,1,0,0
compare_ub,bfs,none,generated_atsp_7_id7,ATSP,7,7,19352,-1,-1,1280,1280,0,0.159241,0.159241,4000,720,7,1243,523,714,1,0,0
compare_ub,bfs,rnn_ties,generated_atsp_7_id7,ATSP,7,7,19352,1336,0.003006,1280,1280,0,0.017784,0.02079,4000,6,7,68,18,49,1,0,0
compare_ub,dfs,none,generated_atsp_7_id7,ATSP,7,7,19352,-1,-1,1280,1280,0,0.023465,0.023465,4000,16,7,128,41,81,1,0,0
compare_ub,dfs,rnn_ties,generated_atsp_7_id7,ATSP,7,7,19352,1336,0.002305,1280,1280,0,0.016211,0.018516,4000,4,7,58,15,42,1,0,0
compare_ub,lc,none,generated_atsp_7_id7,ATSP,7,7,19352,-1,-1,1280,1280,0,0.019376,0.019376,4000,36,7,49,13,35,1,0,0
compare_ub,lc,rnn_ties,generated_atsp_7_id7,ATSP,7,7,19352,1336,0.002916,1280,1280,0,0.016231,0.019147,4000,7,7,49,13,35,1,0,0
compare_ub,bfs,none,generated_atsp_7_id8,ATSP,7,8,19353,-1,-1,656,656,0,0.182394,0.182394,4000,720,7,1249,529,708,1,0,0
